GENE_a	GENE_b	ID_a	ID_b	AC_a	AC_b	pubmedID	resource
ABL1	BCL2L1	ABL1_HUMAN	B2CL1_HUMAN	P00519	Q07817	16631755	MINT;iRefIndex;APID
ABL1	BAZ2A	ABL1_HUMAN	BAZ2A_HUMAN	P00519	Q9UIF9	20482850;17474147	Reactome_Fls;IntAct;DIP;APID
ABL1	BCAR1	ABL1_HUMAN	BCAR1_HUMAN	P00519	P56945	20482850	Reactome_Fls
ABL1	BCR	ABL1_HUMAN	BCR_HUMAN	P00519	P11274	20482850;15657099	Reactome_Fls;iRefIndex
ABL1	BIN1	ABL1_HUMAN	BIN1_HUMAN	P00519	O00499	9356459	APID
ABL1	BLK	ABL1_HUMAN	BLK_HUMAN	P00519	P51451	20482850	Reactome_Fls
ABL1	BMP8B	ABL1_HUMAN	BMP8B_HUMAN	P00519	P34820	17474147	IntAct;APID
ABL1	BRCA1	ABL1_HUMAN	BRCA1_HUMAN	P00519	P38398	20482850;12024016	Reactome_Fls;iRefIndex;APID
ABL1	BRCA2	ABL1_HUMAN	BRCA2_HUMAN	P00519	P51587	20482850;17474147	Reactome_Fls;IntAct;APID
ABL1	BRPF3	ABL1_HUMAN	BRPF3_HUMAN	P00519	Q9ULD4	17474147	IntAct
ABL1	BTK	ABL1_HUMAN	BTK_HUMAN	P00519	Q06187	20482850;12445832	Reactome_Fls;iRefIndex
ABL1	CABLES1	ABL1_HUMAN	CABL1_HUMAN	P00519	Q8TDN4	17367534;11955625	Reactome;APID
ABL1	CABLES2	ABL1_HUMAN	CABL2_HUMAN	P00519	Q9BTV7	20482850	Reactome_Fls
ABL1	CAP1	ABL1_HUMAN	CAP1_HUMAN	P00519	Q01518	20482850	Reactome_Fls
ABL1	NEDD9	ABL1_HUMAN	CASL_HUMAN	P00519	Q14511	20482850	Reactome_Fls
ABL1	CAT	ABL1_HUMAN	CATA_HUMAN	P00519	P04040	12777400	APID
ABL1	CAV1	ABL1_HUMAN	CAV1_HUMAN	P00519	Q03135	20482850	Reactome_Fls
ABL1	CBLB	ABL1_HUMAN	CBLB_HUMAN	P00519	Q13191	20482850	Reactome_Fls
ABL1	CBLC	ABL1_HUMAN	CBLC_HUMAN	P00519	Q9ULV8	20482850	Reactome_Fls
ABL1	CBL	ABL1_HUMAN	CBL_HUMAN	P00519	P22681	20482850;15657099;15556646;12475393;11494134	Reactome_Fls;MINT;iRefIndex;APID
ABL1	CCNA2	ABL1_HUMAN	CCNA2_HUMAN	P00519	P20248	20482850	Reactome_Fls
ABL1	CD2AP	ABL1_HUMAN	CD2AP_HUMAN	P00519	Q9Y5K6	20482850;17474147	Reactome_Fls;IntAct
ABL1	CDC27	ABL1_HUMAN	CDC27_HUMAN	P00519	P30260	17474147	IntAct
ABL1	CDC42	ABL1_HUMAN	CDC42_HUMAN	P00519	P60953	17367534	Reactome
ABL1	CDK1	ABL1_HUMAN	CDK1_HUMAN	P00519	P06493	2183353;20482850	Reactome_Fls;APID
ABL1	CDK2	ABL1_HUMAN	CDK2_HUMAN	P00519	P24941	20482850	Reactome_Fls
ABL1	CDK5	ABL1_HUMAN	CDK5_HUMAN	P00519	Q00535	20482850	Reactome_Fls
ABL1	CDKL5	ABL1_HUMAN	CDKL5_HUMAN	P00519	O76039	17474147	IntAct;DIP;APID
ABL1	CDKN1B	ABL1_HUMAN	CDN1B_HUMAN	P00519	P46527	20482850	Reactome_Fls
ABL1	CDON	ABL1_HUMAN	CDON_HUMAN	P00519	Q4KMG0	19470755	MINT;iRefIndex
ABL1	CELSR3	ABL1_HUMAN	CELR3_HUMAN	P00519	Q9NYQ7	17474147	IntAct;DIP;APID
ABL1	CENPA	ABL1_HUMAN	CENPA_HUMAN	P00519	P49450	17474147	IntAct;DIP
ABL1	CHRD	ABL1_HUMAN	CHRD_HUMAN	P00519	Q9H2X0	17474147	IntAct;APID
ABL1	CKAP5	ABL1_HUMAN	CKAP5_HUMAN	P00519	Q14008	17474147	IntAct;APID
ABL1	CLASP1	ABL1_HUMAN	CLAP1_HUMAN	P00519	Q7Z460	17367534	Reactome
ABL1	CLASP2	ABL1_HUMAN	CLAP2_HUMAN	P00519	O75122	17367534	Reactome
ABL1	CNTFR	ABL1_HUMAN	CNTFR_HUMAN	P00519	P26992	17474147	IntAct;APID
ABL1	CNTNAP1	ABL1_HUMAN	CNTP1_HUMAN	P00519	P78357	20482850;17474147	Reactome_Fls;IntAct;DIP;APID
ABL1	C3	ABL1_HUMAN	CO3_HUMAN	P00519	P01024	4062888;15657099	iRefIndex
ABL1	C6	ABL1_HUMAN	CO6_HUMAN	P00519	P13671	17474147	IntAct;DIP
ABL1	CYP4F2	ABL1_HUMAN	CP4F2_HUMAN	P00519	P78329	17474147	IntAct
ABL1	CREB1	ABL1_HUMAN	CREB1_HUMAN	P00519	P16220	7565761;20482850	Reactome_Fls;APID
ABL1	CRKL	ABL1_HUMAN	CRKL_HUMAN	P00519	P46109	9820532;9067577;8978305;8083188;7926767;7493940;20482850;16443220;15657099	Reactome_Fls;MINT;iRefIndex;APID
ABL1	CRK	ABL1_HUMAN	CRK_HUMAN	P00519	P46108	20482850;17515907;17474147;15657099;12384576;12198159	Reactome_Fls;iRefIndex;IntAct;APID
ABL1	CSMD2	ABL1_HUMAN	CSMD2_HUMAN	P00519	Q7Z408	17474147	IntAct;APID
ABL1	CTAGE5	ABL1_HUMAN	CTGE5_HUMAN	P00519	O15320	17474147	IntAct
ABL1	CTNNB1	ABL1_HUMAN	CTNB1_HUMAN	P00519	P35222	17367534;17318191	Reactome;MINT;iRefIndex;APID
ABL1	CTNND2	ABL1_HUMAN	CTND2_HUMAN	P00519	Q9UQB3	20482850;15657099;11891774	Reactome_Fls;iRefIndex;APID
ABL1	CUL7	ABL1_HUMAN	CUL7_HUMAN	P00519	Q14999	17474147	IntAct
ABL1	DAAM1	ABL1_HUMAN	DAAM1_HUMAN	P00519	Q9Y4D1	16630611	MINT
ABL1	GAD1	ABL1_HUMAN	DCE1_HUMAN	P00519	Q99259	17474147	IntAct
ABL1	DDB1	ABL1_HUMAN	DDB1_HUMAN	P00519	Q16531	20482850	Reactome_Fls
ABL1	DDB2	ABL1_HUMAN	DDB2_HUMAN	P00519	Q92466	20482850	Reactome_Fls
ABL1	DDX41	ABL1_HUMAN	DDX41_HUMAN	P00519	Q9UJV9	17474147	IntAct
ABL1	DKKL1	ABL1_HUMAN	DKKL1_HUMAN	P00519	Q9UK85	17474147	IntAct;DIP
ABL1	DLGAP1	ABL1_HUMAN	DLGP1_HUMAN	P00519	O14490	17474147	IntAct;APID
ABL1	DLGAP2	ABL1_HUMAN	DLGP2_HUMAN	P00519	Q9P1A6	17474147	IntAct;DIP
ABL1	DLGAP3	ABL1_HUMAN	DLGP3_HUMAN	P00519	O95886	17474147	IntAct;DIP;APID
ABL1	DLGAP4	ABL1_HUMAN	DLGP4_HUMAN	P00519	Q9Y2H0	17474147	IntAct;APID
ABL1	DLX4	ABL1_HUMAN	DLX4_HUMAN	P00519	Q92988	20482850;17474147	Reactome_Fls;IntAct;DIP
ABL1	LIG3	ABL1_HUMAN	DNLI3_HUMAN	P00519	P49916	17474147	IntAct
ABL1	DNASE1L2	ABL1_HUMAN	DNSL2_HUMAN	P00519	Q92874	17474147	IntAct;APID
ABL1	DOCK3	ABL1_HUMAN	DOCK3_HUMAN	P00519	Q8IZD9	17474147	IntAct;DIP
ABL1	DOK1	ABL1_HUMAN	DOK1_HUMAN	P00519	Q99704	18508856	Interoporc
ABL1	DOK2	ABL1_HUMAN	DOK2_HUMAN	P00519	O60496	18508856	Interoporc
ABL1	DOK3	ABL1_HUMAN	DOK3_HUMAN	P00519	Q7L591	10567556	APID
ABL1	POLD1	ABL1_HUMAN	DPOD1_HUMAN	P00519	P28340	17474147	IntAct;DIP
ABL1	DUSP15	ABL1_HUMAN	DUS15_HUMAN	P00519	Q9H1R2	17474147	IntAct
ABL1	DNM1	ABL1_HUMAN	DYN1_HUMAN	P00519	Q05193	17474147	IntAct
ABL1	DNM2	ABL1_HUMAN	DYN2_HUMAN	P00519	P50570	17474147	IntAct;DIP;APID
ABL1	DNM3	ABL1_HUMAN	DYN3_HUMAN	P00519	Q9UQ16	17474147	IntAct;DIP
ABL1	E2F1	ABL1_HUMAN	E2F1_HUMAN	P00519	Q01094	20482850	Reactome_Fls
ABL1	EPB41L3	ABL1_HUMAN	E41L3_HUMAN	P00519	Q9Y2J2	17474147	IntAct;DIP;APID
ABL1	EFNA5	ABL1_HUMAN	EFNA5_HUMAN	P00519	P52803	17474147	IntAct;DIP
ABL1	EFS	ABL1_HUMAN	EFS_HUMAN	P00519	O43281	17474147	IntAct
ABL1	EGFR	ABL1_HUMAN	EGFR_HUMAN	P00519	P00533	16273093;15657099	MINT;iRefIndex;APID
ABL1	EPHA1	ABL1_HUMAN	EPHA1_HUMAN	P00519	P21709	20482850	Reactome_Fls
ABL1	EPHA2	ABL1_HUMAN	EPHA2_HUMAN	P00519	P29317	20482850	Reactome_Fls
ABL1	EPHA3	ABL1_HUMAN	EPHA3_HUMAN	P00519	P29320	20482850	Reactome_Fls
ABL1	EPHA5	ABL1_HUMAN	EPHA5_HUMAN	P00519	P54756	20482850	Reactome_Fls
ABL1	EPHA7	ABL1_HUMAN	EPHA7_HUMAN	P00519	Q15375	20482850	Reactome_Fls
ABL1	EPHA8	ABL1_HUMAN	EPHA8_HUMAN	P00519	P29322	20482850	Reactome_Fls
ABL1	EPHB1	ABL1_HUMAN	EPHB1_HUMAN	P00519	P54762	20482850	Reactome_Fls
ABL1	EPHB2	ABL1_HUMAN	EPHB2_HUMAN	P00519	P29323	20482850;15657099;11494128	Reactome_Fls;iRefIndex;APID
ABL1	EPHB3	ABL1_HUMAN	EPHB3_HUMAN	P00519	P54753	20482850	Reactome_Fls
ABL1	EPS15	ABL1_HUMAN	EPS15_HUMAN	P00519	P42566	17474147	IntAct;DIP;APID
ABL1	ERBB2	ABL1_HUMAN	ERBB2_HUMAN	P00519	P04626	16273093;15657099	MINT;iRefIndex;APID
ABL1	ERBB3	ABL1_HUMAN	ERBB3_HUMAN	P00519	P21860	16273093;15657099	MINT;iRefIndex
ABL1	ERBB4	ABL1_HUMAN	ERBB4_HUMAN	P00519	Q15303	16273093;15657099	MINT;iRefIndex
ABL1	EVL	ABL1_HUMAN	EVL_HUMAN	P00519	Q9UI08	20482850;18508856;10945997	Reactome_Fls;Interoporc;APID
ABL1	FAM110A	ABL1_HUMAN	F110A_HUMAN	P00519	Q9BQ89	17474147	IntAct;APID
ABL1	AHSG	ABL1_HUMAN	FETUA_HUMAN	P00519	P02765	17474147	IntAct;DIP;APID
ABL1	FGR	ABL1_HUMAN	FGR_HUMAN	P00519	P09769	20482850	Reactome_Fls
ABL1	FLNA	ABL1_HUMAN	FLNA_HUMAN	P00519	P21333	17474147	IntAct
ABL1	FLNC	ABL1_HUMAN	FLNC_HUMAN	P00519	Q14315	17474147	IntAct;DIP;APID
ABL1	FOXF2	ABL1_HUMAN	FOXF2_HUMAN	P00519	Q12947	17474147	IntAct;APID
ABL1	FYB	ABL1_HUMAN	FYB_HUMAN	P00519	O15117	17474147	IntAct;DIP;APID
ABL1	FYN	ABL1_HUMAN	FYN_HUMAN	P00519	P06241	20482850;17474147	Reactome_Fls;MINT;iRefIndex;IntAct;DIP
ABL1	G3BP2	ABL1_HUMAN	G3BP2_HUMAN	P00519	Q9UN86	17474147	IntAct;DIP
ABL1	GABBR1	ABL1_HUMAN	GABR1_HUMAN	P00519	Q9UBS5	17474147	IntAct;DIP
ABL1	CCKBR	ABL1_HUMAN	GASR_HUMAN	P00519	P32239	17474147	IntAct
ABL1	GNS	ABL1_HUMAN	GNS_HUMAN	P00519	P15586	17474147	IntAct;APID
ABL1	GPR45	ABL1_HUMAN	GPR45_HUMAN	P00519	Q9Y5Y3	17474147	IntAct;DIP;APID
ABL1	GPX1	ABL1_HUMAN	GPX1_HUMAN	P00519	P07203	12893824	APID
ABL1	GRB10	ABL1_HUMAN	GRB10_HUMAN	P00519	Q13322	20482850	Reactome_Fls
ABL1	GRB2	ABL1_HUMAN	GRB2_HUMAN	P00519	P62993	9516488;9407116;20482850;17474147	Reactome_Fls;IntAct;APID
ABL1	GRIP2	ABL1_HUMAN	GRIP2_HUMAN	P00519	Q9C0E4	17474147	IntAct;DIP
ABL1	GSX2	ABL1_HUMAN	GSX2_HUMAN	P00519	Q9BZM3	20482850;17474147	Reactome_Fls;IntAct;DIP
ABL1	GTF2IRD1	ABL1_HUMAN	GT2D1_HUMAN	P00519	Q9UHL9	20482850;17474147	Reactome_Fls;IntAct
ABL1	HCK	ABL1_HUMAN	HCK_HUMAN	P00519	P08631	9407116;20482850;15657099;10849448	Reactome_Fls;MINT;iRefIndex;APID
ABL1	HCN2	ABL1_HUMAN	HCN2_HUMAN	P00519	Q9UL51	17474147	IntAct;DIP;APID
ABL1	HCN4	ABL1_HUMAN	HCN4_HUMAN	P00519	Q9Y3Q4	17474147	IntAct;APID
ABL1	HEXA	ABL1_HUMAN	HEXA_HUMAN	P00519	P06865	17474147	IntAct;DIP;APID
ABL1	HNRNPR	ABL1_HUMAN	HNRPR_HUMAN	P00519	O43390	17474147	IntAct;DIP;APID
ABL1	HSP90AB1	ABL1_HUMAN	HS90B_HUMAN	P00519	P08238	22939624	IntAct
ABL1	HOXC8	ABL1_HUMAN	HXC8_HUMAN	P00519	P31273	20482850;17474147	Reactome_Fls;IntAct
ABL1	CAST	ABL1_HUMAN	ICAL_HUMAN	P00519	P20810	17474147	IntAct
ABL1	INSR	ABL1_HUMAN	INSR_HUMAN	P00519	P06213	20482850	Reactome_Fls
ABL1	ITGB2	ABL1_HUMAN	ITB2_HUMAN	P00519	P05107	19234221	MINT;iRefIndex
ABL1	JAK1	ABL1_HUMAN	JAK1_HUMAN	P00519	P23458	9774693;20482850;15657099;12130510	Reactome_Fls;iRefIndex;APID
ABL1	JAK3	ABL1_HUMAN	JAK3_HUMAN	P00519	P52333	20482850	Reactome_Fls
ABL1	SPAG9	ABL1_HUMAN	JIP4_HUMAN	P00519	O60271	17367534	Reactome
ABL1	JUN	ABL1_HUMAN	JUN_HUMAN	P00519	P05412	20482850;18619508	Reactome_Fls;iRefIndex
ABL1	MKI67	ABL1_HUMAN	KI67_HUMAN	P00519	P46013	17474147	IntAct;DIP;APID
ABL1	KIFC2	ABL1_HUMAN	KIFC2_HUMAN	P00519	Q96AC6	17474147	IntAct;APID
ABL1	KIT	ABL1_HUMAN	KIT_HUMAN	P00519	P10721	20482850;12374739	Reactome_Fls;APID
ABL1	PRKD1	ABL1_HUMAN	KPCD1_HUMAN	P00519	Q15139	20482850	Reactome_Fls
ABL1	PRKCD	ABL1_HUMAN	KPCD_HUMAN	P00519	Q05655	16631755	MINT;iRefIndex
ABL1	TMPO	ABL1_HUMAN	LAP2B_HUMAN	P00519	P42167	17474147	IntAct;DIP
ABL1	LCK	ABL1_HUMAN	LCK_HUMAN	P00519	P06239	20482850	Reactome_Fls
ABL1	LRBA	ABL1_HUMAN	LRBA_HUMAN	P00519	P50851	17474147	IntAct;DIP
ABL1	LRP2	ABL1_HUMAN	LRP2_HUMAN	P00519	P98164	17474147	IntAct
ABL1	LRP8	ABL1_HUMAN	LRP8_HUMAN	P00519	Q14114	20482850	Reactome_Fls
ABL1	LRRK1	ABL1_HUMAN	LRRK1_HUMAN	P00519	Q38SD2	20697350	DIP
ABL1	LTBP2	ABL1_HUMAN	LTBP2_HUMAN	P00519	Q14767	17474147	IntAct;DIP
ABL1	LYN	ABL1_HUMAN	LYN_HUMAN	P00519	P07948	20482850	Reactome_Fls
ABL1	MAP4K1	ABL1_HUMAN	M4K1_HUMAN	P00519	Q92918	9346925;17474147	MINT;iRefIndex;IntAct
ABL1	MAP4K5	ABL1_HUMAN	M4K5_HUMAN	P00519	Q9Y4K4	9949177;15657099	iRefIndex;APID
ABL1	GSTZ1	ABL1_HUMAN	MAAI_HUMAN	P00519	O43708	17474147	IntAct
ABL1	MAVS	ABL1_HUMAN	MAVS_HUMAN	P00519	Q7Z434	19914245	MINT;iRefIndex
ABL1	MDM2	ABL1_HUMAN	MDM2_HUMAN	P00519	Q00987	20482850;15657099;12110584	Reactome_Fls;iRefIndex;APID
ABL1	MED14	ABL1_HUMAN	MED14_HUMAN	P00519	O60244	17474147	IntAct
ABL1	MED25	ABL1_HUMAN	MED25_HUMAN	P00519	Q71SY5	19290556	MINT;iRefIndex
ABL1	MEPE	ABL1_HUMAN	MEPE_HUMAN	P00519	Q9NQ76	17474147	IntAct
ABL1	MICAL1	ABL1_HUMAN	MICA1_HUMAN	P00519	Q8TDZ2	20482850	Reactome_Fls
ABL1	OGN	ABL1_HUMAN	MIME_HUMAN	P00519	P20774	17474147	IntAct;DIP;APID
ABL1	MAPK14	ABL1_HUMAN	MK14_HUMAN	P00519	Q16539	17367534	Reactome
ABL1	KMT2B	ABL1_HUMAN	MLL4_HUMAN	P00519	Q9UMN6	20482850;17474147	Reactome_Fls;IntAct;APID
ABL1	MSH5	ABL1_HUMAN	MSH5_HUMAN	P00519	O43196	22401567;19442657;16397227	MolCon;MINT
ABL1	MTOR	ABL1_HUMAN	MTOR_HUMAN	P00519	P42345	15657099;10753870	iRefIndex
ABL1	MUC1	ABL1_HUMAN	MUC1_HUMAN	P00519	P15941	20482850;16888623	Reactome_Fls;MINT;iRefIndex;APID
ABL1	MYC	ABL1_HUMAN	MYC_HUMAN	P00519	P01106	20482850	Reactome_Fls
ABL1	NBEA	ABL1_HUMAN	NBEA_HUMAN	P00519	Q8NFP9	17474147	IntAct;DIP;APID
ABL1	NCK1	ABL1_HUMAN	NCK1_HUMAN	P00519	P16333	20482850;17474147;15657099;11494134	Reactome_Fls;iRefIndex;IntAct;APID
ABL1	NCKAP5	ABL1_HUMAN	NCKP5_HUMAN	P00519	O14513	17474147	IntAct;APID
ABL1	SLC24A1	ABL1_HUMAN	NCKX1_HUMAN	P00519	O60721	17474147	IntAct
ABL1	NEK8	ABL1_HUMAN	NEK8_HUMAN	P00519	Q86SG6	17474147	IntAct
ABL1	NELFB	ABL1_HUMAN	NELFB_HUMAN	P00519	Q8WX92	20482850;17474147	Reactome_Fls;IntAct
ABL1	NFASC	ABL1_HUMAN	NFASC_HUMAN	P00519	O94856	17474147	IntAct
ABL1	NFS1	ABL1_HUMAN	NFS1_HUMAN	P00519	Q9Y697	17474147	IntAct;DIP
ABL1	NCSTN	ABL1_HUMAN	NICA_HUMAN	P00519	Q92542	15657099;12021275	iRefIndex;APID
ABL1	NKX2-1	ABL1_HUMAN	NKX21_HUMAN	P00519	P43699	20482850;17474147	Reactome_Fls;APID
ABL1	GRIN2D	ABL1_HUMAN	NMDE4_HUMAN	P00519	O15399	10777567	APID
ABL1	NOTCH3	ABL1_HUMAN	NOTC3_HUMAN	P00519	Q9UM47	20482850;17474147	Reactome_Fls;IntAct;APID
ABL1	NTRK1	ABL1_HUMAN	NTRK1_HUMAN	P00519	P04629	20482850;15657099;10708759	Reactome_Fls;iRefIndex
ABL1	NXPH3	ABL1_HUMAN	NXPH3_HUMAN	P00519	O95157	17474147	IntAct
ABL1	ORC1	ABL1_HUMAN	ORC1_HUMAN	P00519	Q13415	17474147	IntAct;DIP
ABL1	OSBPL5	ABL1_HUMAN	OSBL5_HUMAN	P00519	Q9H0X9	17474147	IntAct;APID
ABL1	P2RX7	ABL1_HUMAN	P2RX7_HUMAN	P00519	Q99572	17474147	IntAct;DIP;APID
ABL1	TP53	ABL1_HUMAN	P53_HUMAN	P00519	P04637	8900110;20482850;15657099;10713716;10629029	Reactome_Fls;iRefIndex;APID
ABL1	TP73	ABL1_HUMAN	P73_HUMAN	P00519	O15350	11278685	MINT
ABL1	PIK3R1	ABL1_HUMAN	P85A_HUMAN	P00519	P27986	20482850;17474147;15657099	Reactome_Fls;MINT;iRefIndex;IntAct;DIP
ABL1	PAK2	ABL1_HUMAN	PAK2_HUMAN	P00519	Q13177	15657099;11121037	iRefIndex
ABL1	F2RL2	ABL1_HUMAN	PAR3_HUMAN	P00519	O00254	17474147	IntAct
ABL1	PAX3	ABL1_HUMAN	PAX3_HUMAN	P00519	P23760	20482850;17474147	Reactome_Fls;IntAct;DIP
ABL1	PXN	ABL1_HUMAN	PAXI_HUMAN	P00519	P49023	9603926;20482850;15657099	Reactome_Fls;iRefIndex
ABL1	PCDHA7	ABL1_HUMAN	PCDA7_HUMAN	P00519	Q9UN72	20482850;17474147	Reactome_Fls;IntAct
ABL1	PDE4D	ABL1_HUMAN	PDE4D_HUMAN	P00519	Q08499	15657099	iRefIndex
ABL1	PDIA2	ABL1_HUMAN	PDIA2_HUMAN	P00519	Q13087	17474147	IntAct
ABL1	PDGFRA	ABL1_HUMAN	PGFRA_HUMAN	P00519	P16234	20482850	Reactome_Fls
ABL1	PAG1	ABL1_HUMAN	PHAG1_HUMAN	P00519	Q9NWQ8	9334312;15657099	iRefIndex
ABL1	PKD1	ABL1_HUMAN	PKD1_HUMAN	P00519	P98161	17474147	IntAct;DIP
ABL1	PLCG1	ABL1_HUMAN	PLCG1_HUMAN	P00519	P19174	20482850;17474147;15657099;1383690	Reactome_Fls;MINT;iRefIndex;IntAct;DIP;APID
ABL1	PPP3CA	ABL1_HUMAN	PP2BA_HUMAN	P00519	Q08209	17474147	IntAct;DIP;APID
ABL1	PSTPIP1	ABL1_HUMAN	PPIP1_HUMAN	P00519	O43586	18508856	Interoporc
ABL1	PRX	ABL1_HUMAN	PRAX_HUMAN	P00519	Q9BXM0	17474147	IntAct;DIP
ABL1	PRICKLE3	ABL1_HUMAN	PRIC3_HUMAN	P00519	O43900	17474147	IntAct;DIP;APID
ABL1	PRKDC	ABL1_HUMAN	PRKDC_HUMAN	P00519	P78527	9312071;20482850;15657099	Reactome_Fls;iRefIndex
ABL1	PTPN12	ABL1_HUMAN	PTN12_HUMAN	P00519	Q05209	20482850;11163214	Reactome_Fls;APID
ABL1	PTPN18	ABL1_HUMAN	PTN18_HUMAN	P00519	Q99952	20482850;11163214	Reactome_Fls;APID
ABL1	PTPN4	ABL1_HUMAN	PTN4_HUMAN	P00519	P29074	20482850;17474147	Reactome_Fls;IntAct;DIP;APID
ABL1	PTPN6	ABL1_HUMAN	PTN6_HUMAN	P00519	P29350	8692915;20482850;12468540	Reactome_Fls;APID
ABL1	PTPRF	ABL1_HUMAN	PTPRF_HUMAN	P00519	P10586	20482850	Reactome_Fls
ABL1	PTPRS	ABL1_HUMAN	PTPRS_HUMAN	P00519	Q13332	20482850	Reactome_Fls
ABL1	RAD51	ABL1_HUMAN	RAD51_HUMAN	P00519	Q06609	9461559;20482850;19427856;10212258	Reactome_Fls;MINT;iRefIndex;APID
ABL1	RAD52	ABL1_HUMAN	RAD52_HUMAN	P00519	P43351	20482850	Reactome_Fls
ABL1	RAD9A	ABL1_HUMAN	RAD9A_HUMAN	P00519	Q99638	15657099;11971963	iRefIndex
ABL1	RAN	ABL1_HUMAN	RAN_HUMAN	P00519	P62826	15657099	iRefIndex
ABL1	RASA1	ABL1_HUMAN	RASA1_HUMAN	P00519	P20936	20482850;15657099;1383690	Reactome_Fls;iRefIndex;APID
ABL1	RB1	ABL1_HUMAN	RB_HUMAN	P00519	P06400	9632788;9071815;8242749;7828850;20482850;15657099	Reactome_Fls;iRefIndex;APID
ABL1	RELN	ABL1_HUMAN	RELN_HUMAN	P00519	P78509	20482850	Reactome_Fls
ABL1	NPVF	ABL1_HUMAN	RFRP_HUMAN	P00519	Q9HCQ7	17474147	IntAct;DIP
ABL1	RFX1	ABL1_HUMAN	RFX1_HUMAN	P00519	P22670	9583676;20482850;15657099	Reactome_Fls;iRefIndex;APID
ABL1	RGS20	ABL1_HUMAN	RGS20_HUMAN	P00519	O76081	17474147	IntAct;APID
ABL1	RIMS1	ABL1_HUMAN	RIMS1_HUMAN	P00519	Q86UR5	17474147	IntAct
ABL1	RIN1	ABL1_HUMAN	RIN1_HUMAN	P00519	Q13671	9144171;20482850;15886098;15657099	Reactome_Fls;MINT;iRefIndex;IntAct;APID
ABL1	RIN3	ABL1_HUMAN	RIN3_HUMAN	P00519	Q8TB24	17474147	IntAct;DIP;APID
ABL1	ROBO1	ABL1_HUMAN	ROBO1_HUMAN	P00519	Q9Y6N7	20482850;15657099	Reactome_Fls;iRefIndex
ABL1	ROS1	ABL1_HUMAN	ROS1_HUMAN	P00519	P08922	20482850;15657099	Reactome_Fls;iRefIndex
ABL1	POLR2A	ABL1_HUMAN	RPB1_HUMAN	P00519	P24928	7533294;20482850	Reactome_Fls;APID
ABL1	RAPGEF1	ABL1_HUMAN	RPGF1_HUMAN	P00519	Q13905	17474147;16443220	MINT;IntAct;DIP
ABL1	RPP38	ABL1_HUMAN	RPP38_HUMAN	P00519	P78345	17474147	IntAct;APID
ABL1	RTN4	ABL1_HUMAN	RTN4_HUMAN	P00519	Q9NQC3	17474147	IntAct;DIP
ABL1	RYBP	ABL1_HUMAN	RYBP_HUMAN	P00519	Q8N488	8943360;20482850	Reactome_Fls;APID
ABL1	SLC22A3	ABL1_HUMAN	S22A3_HUMAN	P00519	O75751	17474147	IntAct;APID
ABL1	SEPN1	ABL1_HUMAN	SELN_HUMAN	P00519	Q9NZV5	17474147	IntAct
ABL1	SEMA7A	ABL1_HUMAN	SEM7A_HUMAN	P00519	O75326	17474147	IntAct;APID
ABL1	SF3B4	ABL1_HUMAN	SF3B4_HUMAN	P00519	Q15427	17474147	IntAct;DIP
ABL1	SHANK3	ABL1_HUMAN	SHAN3_HUMAN	P00519	Q9BYB0	20482850;17474147	Reactome_Fls;IntAct;APID
ABL1	SHB	ABL1_HUMAN	SHB_HUMAN	P00519	Q15464	17112510	MINT
ABL1	SHC1	ABL1_HUMAN	SHC1_HUMAN	P00519	P29353	20482850	Reactome_Fls
ABL1	SHC2	ABL1_HUMAN	SHC2_HUMAN	P00519	P98077	20482850	Reactome_Fls
ABL1	SHC3	ABL1_HUMAN	SHC3_HUMAN	P00519	Q92529	20482850	Reactome_Fls
ABL1	SHC4	ABL1_HUMAN	SHC4_HUMAN	P00519	Q6S5L8	20482850	Reactome_Fls
ABL1	SHD	ABL1_HUMAN	SHD_HUMAN	P00519	Q96IW2	20482850	Reactome_Fls
ABL1	SHE	ABL1_HUMAN	SHE_HUMAN	P00519	Q5VZ18	9315092;20482850	Reactome_Fls;APID
ABL1	INPPL1	ABL1_HUMAN	SHIP2_HUMAN	P00519	O15357	10194451	APID
ABL1	SLC9A2	ABL1_HUMAN	SL9A2_HUMAN	P00519	Q9UBY0	15657099;10187839	iRefIndex
ABL1	SNX17	ABL1_HUMAN	SNX17_HUMAN	P00519	Q15036	17474147	IntAct;DIP
ABL1	SNX3	ABL1_HUMAN	SNX3_HUMAN	P00519	O60493	17474147	IntAct
ABL1	SNX8	ABL1_HUMAN	SNX8_HUMAN	P00519	Q9Y5X2	17474147	IntAct;DIP;APID
ABL1	SOS2	ABL1_HUMAN	SOS2_HUMAN	P00519	Q07890	9067577;17474147;14679214	IntAct;APID
ABL1	SP1	ABL1_HUMAN	SP1_HUMAN	P00519	P08047	17474147	IntAct;APID
ABL1	NCKIPSD	ABL1_HUMAN	SPN90_HUMAN	P00519	Q9NZQ3	20482850;17474147	Reactome_Fls;IntAct
ABL1	SPRR2A	ABL1_HUMAN	SPR2A_HUMAN	P00519	P35326	18155796	MINT;iRefIndex
ABL1	SPTA1	ABL1_HUMAN	SPTA1_HUMAN	P00519	P02549	9593709;20482850	Reactome_Fls;APID
ABL1	SPTAN1	ABL1_HUMAN	SPTN1_HUMAN	P00519	Q13813	9593709	APID
ABL1	SORBS1	ABL1_HUMAN	SRBS1_HUMAN	P00519	Q9BX66	15657099;11374898	iRefIndex;IntAct
